tags,authors,comments,cover,size,title,uuid
"Fiction, Mystery & Detective, General","Jens Lapidus","Jens Lapidus debutroman Snabba cash är en av 2000-talets mest omtalade och sålda böcker. Med läsare i alla grupper. En exportsuccé som hittills sålts till 18 länder, däribland England och USA. Den ska bli film. Nu kommer uppföljaren. Det är nya karaktärer, helt nya huvudpersoner. Men det är samma Stockholm, samma undre värld, samma bossar i toppen. Juggebossen Radovan härskar fortfarande. Och nu, i Aldrig fucka upp är det även snutarnas stad, de verkliga snutarnas verkliga stad. Det är initierat, detaljerat och skrämmande. Grymt trovärdigt. Med skoningslöst driv skildrar Jens Lapidus de kriminellas egen logik som ingen annan tidigare gjort. Vi vill ju helst att det ska vara svartvitt, de onda mot de goda, i Aldrig fucka upp är det inte så enkelt. Inspirerad av James Ellroy skapar Jens Lapidus en egen genre, Stockholm Noir. Det Ellroy gjorde med femtiotalets Los Angeles i böcker som Los Angeles konfidentiellt och Den stora tomheten, gör Lapidus med Stockholm idag. Och perspektivet är the bad guys. Totalt.""Smaken av metall i käften. Passade inte in. Som när man borstat tänderna och råkar dricka juice. Fullkomlig förvirring. Fast nu - egentligen passade den in. Blandad med rädsla. Panik, dödsångest. En skogsdunge. Mahmud: på knä på gräset. Händerna på huvudet. Som nån jävla Viet Cong-lirare i en krigsfilm. Underlaget blött. Fukten trängde igenom hans jeans. Klockan: kanske nio. Himlen var fortfarande ljus. Runt omkring honom: fem shunnar, alla modell livsfarlig. Snubbar som inte bangade. Som säkert klippte killar som Mahmud till frukost en gång i veckan. Hur gärna som helst. Chara. Kyla i luften mitt i sommaren. Ändå kände han lukten av svett på sin hud. Hur fan hade det här gått till? Han skulle ju leva livet. Ute från kåken - fri som en fågel. Och sen kom det här. Kunde vara game over nu. Allti-fucking-hop. Han försökte viska trosbekännelsen trots gannen i munnen. ""Ash-Hadu anla-ilaha illa-Aallah."" Snubben som höll puffran i hans käft kollade ner på honom. ""Sa du nått, eller?"" Mahmud vågade inte röra huvudet. Sneglade upp. Kunde ju inte säga något med en gann i munnen.""Besök www.jenslapidus.se Omslagsformgivare: Jonas Lindén","C:\Apps\Calibre\Svenska\Jens Lapidus\Aldrig fucka upp (1652)\cover.jpg","1340380","Aldrig fucka upp","4f95ceba-b0b8-4698-972a-248b23ea9b2d"
"","Emma Igelström","","C:\Apps\Calibre\Svenska\Emma Igelstrom\All in - nar livet ar allt eller in (1653)\cover.jpg","3249251","All in - när livet är allt eller inget","b822ff21-9021-416d-8fa3-ac23fdeaf949"
"","Jussi Adler-Olsen","Psykologisk thriller i samma nervpirrande stil som succéböckerna om Avdelning Q Alfabethuset utspelar sig på två tidsplan, i fyrtiotalets Nazityskland och i sjuttiotalets England och Västtyskland. Det är en psykologisk thriller i samma nervpirrande stil som Jussi Adler-Olsens internationellt framgångsrika romaner om kriminalinspektör Mørck och Avdelning Q. Två engelska piloter skjuts ner och hamnar bakom fiendens linjer under andra världskriget. Om de tas tillfånga kommer de att avrättas som spioner. Så de tar sig ombord på ett tåg reserverat för sårade SS-män på väg hem från östfronten, för att kunna fly senare. I stället hamnar de i Alfabethuset, ett sinnessjukhus långt bort från fronten, där de är tvungna att byta identitet för att inte bli avslöjade. Men är piloterna James och Bryan de enda som spelar? Och hur länge kan man simulera sinnessjukdom utan att bli galen på riktigt?

**
","C:\Apps\Calibre\Svenska\Jussi Adler-Olsen\Alfabethuset (Av Jussi Adler-Olsen) (1654)\cover.jpg","1055849","Alfabethuset (Av Jussi Adler-Olsen) [Imported] [Paperback] (Swedish)","09e88a3a-f881-4477-b8f9-2516731a3b72"
"Fiction, General","Kerstin Lundell","Lundin Petroleum är ett svenskt börsnoterat företag som genererat stora vinster till svenska aktieägare. De verkar i världens mest fattiga regioner där jakten på naturresurser drabbar de som bor där hårt. Ortsbefolkningen jagas bort från marken de levt på i generationer för att ge plats åt internationella företag som ska utvinna resurserna. Alla medel är tillåtna och människor förlorar allt de har, ibland även livet.Lundin Petroleum hävdar att de bidrar till utveckling i dessa regioner. Men det handlar snarare om en verksamhet som medför död och förstörelse. Företaget har tidigare kritiserats för inblandning i övergrepp i Sudan och det bekräftas här av vittnesuppgifter och rapporter från mycket trovärdiga källor. Dessutom förs nya vittnesmål fram om övergrepp även i andra länder.Dessa brott mot mänskligheten finansieras alltså av vanliga svenska aktieägare, fondinnehavare och pensionssparare.Lundin Petroleum verkar i en global gråzon där lagar åsidosätts. Lagarna där företaget verkar efterföljs inte, och den svenska lagens långa arm är inte lång nog att nå fram till länder som Sudan, Somalia och Etiopien. Internationella konventioner är så gott som värdelösa när det gäller att få stopp på den här typen av verksamhet. Att företaget kan vara inblandat i brott mot mänskligheten får alltså inga följdverkningar och de svenska aktieägarna har inte tillräckligt mycket information för att sätta stopp för bolaget.Kerstin Lundell argumenterar i Affärer i blod och olja för att en brottsutredning borde göras kring Lundin Petroleum av någon som kan få fram hållbara bevis så att inte fler människor på oljefält världen över behöver förlora sina liv. Lundin Petroleum är bara ett litet företag bland flera i den här sektorn, där få med makt att göra något ser vad som sker.","C:\Apps\Calibre\Svenska\Kerstin Lundell\Affarer i blod och olja_ Lundin pet (1656)\cover.jpg","716370","Affärer i blod och olja: Lundin petroleum i Afrika","8b4157b4-1273-42bb-a224-1e2ad27b2c8c"
"","Hasse Zetterstrˆm","","C:\Apps\Calibre\Svenska\Hasse Zetterstr^m\Ada (1657)\cover.jpg","147013","Ada","b8b58541-c5f3-4e0f-b91b-b218c684152a"
"Biography & Autobiography, General","Sven Delblanc","""Jag hade kravlat mig upp ur ungdomens gyttja och dy. Allt som återstod var livet och döden.Det ovissa livetDen vissa döden.""Mot all sannolikhet fick Sven Delblanc krafter att skriva Agnar, en fortsättning på Livets ax. Texten speglar de rebelliska tonåren med ångest och trots.Det breda författarskapet av Sven Delblanc (1931-1992) rymmer bland annat den berömda serien Hedebyborna. 1991 fick han Augustpriset för sin självbiografiska roman Livets ax. Omslagsformgivare: Beata Boucht","C:\Apps\Calibre\Svenska\Sven Delblanc\Agnar (1658)\cover.jpg","772721","Agnar","bb3a2eb5-98e4-4a19-b1cf-d49b21411ca2"
"","Jim Grapenkrantz","","C:\Apps\Calibre\Svenska\Jim Grapenkrantz\ABSOLUT PROSTITUERAD (1659)\cover.jpg","277625","ABSOLUT PROSTITUERAD","83606575-2288-4c84-83d7-576959887144"
"Fiction, Mystery & Detective, General","David Peace","«Ésta es la última entrega y es magnífica... David Peace se ha convertido en uno de los más originales y absorbentes autores de novela negra del mundo», Yorkshire Post «El ritmo es frenético, la violencia estomagante, el estilo extra-stacatto, y la moraleja triste y desoladora, pero la voz de Peace es poderosa y única. Un material fascinante que no dejará indiferente a nadie», The Guardian1983: Margaret Thatcher está a punto de ser reelegida por segunda vez y en Morley, West Yorkshire, acaba de desaparecer una niña. La víctima iba al mismo colegio que Clare Kemplay, la niña asesinada en 1974, la primera novela del ciclo Red Riding. «Esto nunca termina», dicen las madres. En 1983 David Peace pone fin a una tetralogía que narra hipnóticamente, con aspereza y profundidad, mucho más allá de lo que es regla en la novela negra, una pesadilla interminable. Un abogado intenta recurrir la sentencia que condenó a un falso culpable por la muerte de Clare Kemplay. Un poli corrupto desentierra viejas heridas en busca de una imposible redención. Y un joven que ha pasado toda su vida al margen de la ley decide tomarse la justicia por su mano. 1983 retoma los personajes y tramas de las anteriores novelas del cuarteto y resuelve sus misterios y sórdidos secretos. Al final no quedarán cabos sueltos, tal vez porque, como dice uno de los protagonistas, los cabos sueltos sueltos deben morir.","C:\Apps\Calibre\Svenska\David Peace\1983 (1660)\cover.jpg","1092620","1983","bff7725e-064c-475a-87e3-5dc4c30f8891"
"Fiction, Mystery & Detective, General, Thrillers, Suspense","David Peace","Leeds. Söndagen den 29 maj 1977. Det händer igen�Det är försommar, och hela stan är förväntansfull inför silverjubileet av drottning Elisabeths regeringstid. Men kriminalinspektör Bob Fraser och Jack Whitehead, som är reporter på The Post, har annat att tänka på. Någon rör sig på stadens gator, någon som dödar och lemlästar prostituerade kvinnor. Mördaren får snabbt smeknamnet »Yorkshire Ripper«, och både Fraser och Whitehead arbetar oförtröttligt - var och en på sitt håll - med att försöka få tag på honom.Efterforskningarna kompliceras samtidigt av att de bägge männen själva är involverade i förhållanden med prostituerade.I takt med att sommaren fortskrider accelererar antalet mord - och Fraser och Whitehead misstänker att mer än en mördare kan vara i farten.DAVID PEACE [f. 1967] växte upp i Yorkshire på sjuttiotalet. 1977 är den andra boken i den kvartett kriminalromaner som fått det samlande namnet »Yorkshire-kvartetten« [»Red Riding Quartet«].»David Peace romaner är starka, obehagliga skildringar av samhällets skuggsidor, berättade med ett driv och en stilistisk elegans som slår det mesta i deckargenren. 1977, den andra delen i den lysande Yorkshire-kvartetten, stannar kvar länge i läsaren.« YUKIKO DUKE, TIDNINGEN VI»Här gives ingen nåd. En nattsvart djupdykning i ofattbar, mänsklig ondska. Med sitt korthuggna, intensiva språk driver författaren läsaren framför sig och att boken bygger på verkliga händelser gör den inte precis mindre skakande.« INGALILL MOSANDER, AFTONBLADETSvenska pressröster om »1974«, den första boken i Yorkshire-kvartetten:»David Peace skriver hårdkokt och rasande, med svärtan hos en igenbommad gruva. Så snart jag hämtat andan är jag redo att dyka ner i 1977, nästa installation i en kvartett som fått en kraftfull, infernaliskt gnistrande start.« SAM SUNDBERG, SVENSKA DAGBLADET»Den märkligaste, mest personliga och bästa nya deckarförfattaren från England.« BENGT ERIKSSON, KRISTIANSTADSBLADET»Flera gånger när jag läser 1974 så tänker jag: Bra, bra, bra! Skit och guld blandas, hopp och hopplöshet avlöser varandra. Jag slungas fram och tillbaka, jag hänger på - och längtar. Mer, mer, mer!« STIG HANSÉN, HELSINGBORGS DAGBLAD","C:\Apps\Calibre\Svenska\David Peace\1977 (1661)\cover.jpg","838744","1977","2bfae064-62ec-4391-853d-9e0155cf3087"
"Fiction, Mystery & Detective, General, Thrillers, Suspense","David Peace","Vintern 1980. The Yorkshire Ripper har just skördat sitt trettonde offer. Tretton till mördaren, noll till polisen.När allmänhetens ilska växer skickas assisterande polischef Peter Hunter för att ta över utredningen. Skjutningarna i Strafford har förblivit olösta, och morden under jubileumssommaren 1977 tillskrivs fortfarande The Yorkshire Ripper.Men Hunter förstår snart att allt inte är som det verkar � och att polisen är mer djupt involverad i morden än någon kunde ha föreställt sig. Jack Whitehead, ensam och galen på en psykiatrisk klinik efter att med hammare och spik ha försökt fördriva demonerna ur sitt huvud, tycks hålla i nyckeln.Vilken är kopplingen mellan The Yorkshire Ripper och denna nya våldsvåg? Och vad kommer att ske när dessa mäns olika helveten kolliderar?DAVID PEACE [f. 1967] växte upp i Yorkshire på sjuttiotalet. 1980 är den tredje boken i den hyllade kvartett kriminalromaner som fått det samlande namnet Yorkshire-kvartetten. [Red Riding Quartet]. Efter att ha varit bosatt i Japan i femton år är David Peace sedan 2009 tillbaka i Yorkshire.Svenska pressröster om »1974«:»David Peace skriver så tätt och rafflande, och har sådana fantastiska personporträtt och en sådan miljöbeskrivning att man bara läser andlöst och tänker: usch, hur ska det gå, hur ska det gå?« YUKIKO DUKE, GOMORRON SVERIGE, SVT»David Peace skriver hårdkokt och rasande, med svärtan hos en igenbommad gruva. Så snart jag hämtat andan är jag redo att dyka ner i 1977, nästa installation i en kvartett som fått en kraftfull, infernaliskt gnistrande start.« SAM SUNDBERG, SVENSKA DAGBLADET»Den märkligaste, mest personliga och bästa nya deckarförfattaren från England.« BENGT ERIKSSON, KRISTIANSTADSBLADET","C:\Apps\Calibre\Svenska\David Peace\1980 (1662)\cover.jpg","1009760","1980","d1018d35-c422-4eb7-88b5-934c14cdc18d"
"Fiction, Thrillers, Suspense","David Peace","1974, West Yorkshire, se acerca la Navidad. Eddie Dunford, corresponsal de sucesos del Evening Post, empieza a tener firma en la cabecera del periódico. La desaparición de una niña de diez años es su primer gran reto profesional. Días después, el cadáver de la niña aparece en un solar en construcción, con unas alas de cisne cosidas a la espalda. El periodista recuerda antiguos casos sin resolver de niñas desaparecidas y encuentra un vínculo entre los crímenes.Turbios manejos inmobiliarios, concejales sobornados y policías corruptos se interpondrán en su investigación...David Peace, en su serie de cuatro novelas Red Riding (de la que 1974 es la primera), «ha hecho por la región de West Yorkshire lo que Raymond Chandler y James Ellroy hicieron por Los Ángeles» (Yorkshire Post). Una narración vertiginosa, violenta, atroz, en la que se combinan datos históricos e imágenes mentales, presente y recuerdos, realidad y sueño. Un autor que se ha convertido en un nuevo clásico, el más prestigioso de la novela negra de hoy.","C:\Apps\Calibre\Svenska\David Peace\1974 (1664)\cover.jpg","620660","1974","5b0168c8-d760-4818-9370-24e3abc9d9e3"
"Samhälle, politik och debatt","Micke Leijnegard","Lars-Michael ""Micke"" Leijnegard, född 1964 i Skellefteå, är en svensk journalist, programledare och konferencier. Han arbetar på Sveriges Television som programledare för SVT:s Gomorron Sverige och tittarsuccén Mästarnas Mästare. Micke Leijnegard har tidigare varit programledare för bland annat Reflex, Melodifestivalen, Sportnytt (där han även var reporter), Sportsverige, OS-studion, Lilla Sportspegeln, galan Världens barn (Tillsammans för världens barn), Existens-teve samt Söndagsmorgon.","C:\Apps\Calibre\Svenska\Micke Leijnegard\68_orna _ Var blev ni av, ljuva dro (1666)\cover.jpg","2403059","68:orna : Var blev ni av, ljuva drömmar ...","ef257a84-73d2-4082-9424-2559d6ad666b"
"Biography & Autobiography, General","Thomas Bodström","En personlig och unik skildring av livet som svensk ministerI oktober år 2000 blev Thomas Bodström Sveriges justitieminister. Han gick då från att vara en relativt okänd advokat till att bli ytterst ansvarig chef för 40 000 personer och en av de mest mediebevakade i Sverige.700 dagar i Rosenbad är hans dagbok, från första kontakten med makten till segern valnatten 2002. Han berättar om maktspelet i EU, Göteborgskravallerna, mordet på Fadime och kampen mot människohandel som blivit en hjärtefråga. Men han beskriver också med humor och självironi hur det känns att bli klippdocka i en söndagsbilaga och sonens reaktion på att pappa breakdansar i TV.Omslagsformgivare: Peter Alenäs,Omslagsformgivare: Klas Ernflo","C:\Apps\Calibre\Svenska\Thomas Bodstrom\700 dagar i Rosenbad (1667)\cover.jpg","1391329","700 dagar i Rosenbad","2055df40-2e16-449c-9dfb-d8945d0da416"
"","Nina Backlund","","C:\Apps\Calibre\Svenska\Nina Backlund\60_ och singel (1668)\cover.jpg","394832","60+ och singel","809c06de-116d-41a4-a947-8bcfe5a22f65"
"Mysteries & Thrillers","David Bergman","I ett dystopiskt Stockholm i en inte alltför avlägsen framtid får vi under 36 intensiva timmar följa Johanna Lindström, general och chef för Försvarsmaktens operativa verksamhet.

Det är midsommarhelg och hela staden är avspärrad. En från början fredlig demonstration mot polisens sätt att tillämpa en ny terroristlagstiftning – den så kallade Nationalsäkerhetslagen – har urartat.

Johanna hinner precis rädda sin 15-åriga dotter undan det kaos som utbryter när poliserna drar sina vapen. Men alla har inte samma tur. När tårgasens dimmor lättar har flera personer skjutits till döds av ordningsmakten.

Johanna konfronterar generaldirektören för Säpo. Och strax därefter blir hon utsatt för ett attentatsförsök.

För att skydda sig själv, sin dotter och sitt land tvingas Johanna utnyttja alla sina militära resurser. Hon är en konspiration på spåren som leder till en myndighet med hållhakar på regeringen – en myndighet som samarbetar med kriminella element och som vill förflytta makten från Sveriges regering och riksdag till sig själv …
","C:\Apps\Calibre\Svenska\David Bergman\36 timmar (1671)\cover.jpg","631545","36 timmar","5807248f-cb94-4544-9f39-9c97cfcf207a"
"Fiction, General","Stephen King","Engelskläraren Jake Epping får ett märkligt uppdrag. En döende vän har hittat en port till det förflutna på lagret till sin servering. Kliver man ut på andra sidan är klockan 11.58 den nionde september 1958. Varje gång.Det uppdrag Jake får består i att förhindra mordet på Kennedy, eftersom vännen har härlett nästan allt ont som drabbat världen till just den händelsen.Efter en ""provtur"" accepterar Jake. Men han har en egen plan också: att förhindra en familjetragedi som förstört livet för en av hans vuxenelever. När det är gjort ska han långsamt söka sig till Dallas och vara på rätt plats vid exakt rätt tillfälle den tjugoandra november 1963.Men det är som om själva tillvaron bjuder motstånd även mot de minsta förändringar, och lägger oväntat många hinder i vägen. Kommer han att hinna fram i tid? Eller måste han återvända till lagret i vår egen tid, kliva ut i 1958 och leva ytterligare fem år i väntan på att fullgöra sin uppgift? Och vad händer med vår egen tid om Jake lyckas - blir den vad den döende vännen drömt om?Stephen King lyckas skapa en enastående närvarokänsla även i de mest drömska och fasansfulla miljöer. 22/11 1963 är inget undantag. Den är en tidsresa tecknad med en sådan skärpa att man känner precis hur en root beer ska smaka 1958, och med en fantasirikedom som ger en svindel. Både av det behagliga och obehagliga slaget.Översättare: Boo Cassel","C:\Apps\Calibre\Svenska\Stephen King\22_11 1963 (1673)\cover.jpg","1639215","22/11 1963","6caeb1d5-570e-4037-af7e-6006f21e9ada"
"Musik","Petter Alexis Askergren","Petter Alexis Askergren är född 1974 i Stockholm. Han slog igenom 1998 med debutalbumet Mitt sjätte sinne och blev snabbt svensk hiphops stora stjärna. Han har under sin femtonåriga karriär haft otaliga hits och vunnit flera Grammis (bl a för årets textförfattare). I dag lever han på Södermalm i Stockholm med sin familj och är aktuell med sitt åttonde album, Början på allt.","C:\Apps\Calibre\Svenska\Petter Alexis Askergren\16 rader (1674)\cover.jpg","697104","16 rader","1e0f13a0-d67f-4cea-937a-cd39d83a1e04"
"","Liza Marklund & Maria Eriksson","Den sanna fortsattningen pa Gomda IN SWEDISH The sixth novel about journalist Annika Bengtzon starts out with a spectacular attack against the traditional Nobel dinner in the Stockholm City Hall. The controversial winner of the medicine award, an Israeli scientist, is shot and wounded on the dance floor. His partner, the female chairman of the Nobel committee at Karolinska Institutet, is shot and killed. Annika Bengtzon is dancing close by, covering the Nobel dinner for her newspaper, Kvällspressen (The Evening Press). But instead of writing the story, she becomes a witness in the police investigation. Her inside perspective takes her far into the work of the police - and the mind of the killer. Everywhere she goes, Annika finds herself following the trail of Alfred Nobel, the brilliant but tragic scientist who invented dynamite and founded the Nobel awards

**
","C:\Apps\Calibre\Svenska\Liza Marklund\Asyl (1677)\cover.jpg","831044","Asyl","522c7895-31d7-4e10-bb77-90d9e11c5dfb"
"Fiction, General","Håkan Nesser","Ante Valdemar Roos, 59-årig ekonom med pyrofil läggning, Anna Gambowska, 20-årig flicka på glid, kriminalinspektör Gunnar Barbarotti i gips, kriminalinspektör Eva Backman utan gips. Det är några av personerna i Nessers tredje roman om Gunnar Barbarotti och hans poliskolleger i Kymlinge någonstans i Västsverige. Ett falurött torp mitt i skogen och en lång kedja av hotell, motell och bensinstationer på sträckan mellan Kymlinge och Maardam är spelplatsen allt till ödesmättade tonerna av Sånt är livet, Lucy Jordan, As tears goes by, Valdemar, the Penguin och Should I stay or should I go: Ante Valdemar Roos Song-lines.","C:\Apps\Calibre\Svenska\Hakan Nesser\Berattelse om herr Roos (1678)\cover.jpg","605223","Berättelse om herr Roos","7dc81245-e010-499b-860a-962204916f27"
"Mystery & Detective, General, Fiction","Alexander Söderberg","Sophie Brinkmann - sjuksköterska, änka och ensamstående mor - möter Hector Guzman på avdelningen där hon arbetar. Han ligger inne med en benskada efter att ha blivit påkörd vid ett övergångställe i city. Sophie och Hector finner varandra där och då - och mot sin vilja dras hon till honom på ett vis som hon inte kan värja sig emot. Men Guzman är något annat än han utger sig att vara, och genom bekantskapen med honom hamnar Sophie mot sin vilja mitt emellan två brottsorganisationer och en grupp utredande poliser. Det som börjat försiktigt eskalerar utom kontroll, och Sophie Brinkmann blir en bricka i ett spel som tar henne bort från allt hon tidigare värdesatt, hållit för sant och trott på. Mitt i detta dyker en person från hennes förflutna plötsligt upp och hon måste med alla medel skydda sig själv och sin son inför det oundvikliga - att välja sida. Den andalusiske vännen är en beroendeframkallande thriller av debuterande Alexander Söderberg. På samma gång sofistikerad och brutal utmanar den våra föreställningar om ont och gott. Alexander Söderberg tar ut svängarna i imponerande actionscener och karaktärer med psykologiskt djup. Detta är första delen i en serie på minst tre böcker med Sophie Brinkmann och organisationen kring Guzman i centrum.","C:\Apps\Calibre\Svenska\Alexander Soderberg\Den andalusiske vannen (1720)\cover.jpg","1147045","Den andalusiske vännen","ae735f5d-b1b7-43b4-b3ab-af5c0e7a091f"
"Mystery & Detective, General, Fiction","Alexander Söderberg","Sophie Brinkmann - sjuksköterska, änka och ensamstående mor - möter Hector Guzman på avdelningen där hon arbetar. Han ligger inne med en benskada efter att ha blivit påkörd vid ett övergångställe i city. Sophie och Hector finner varandra där och då - och mot sin vilja dras hon till honom på ett vis som hon inte kan värja sig emot. Men Guzman är något annat än han utger sig att vara, och genom bekantskapen med honom hamnar Sophie mot sin vilja mitt emellan två brottsorganisationer och en grupp utredande poliser. Det som börjat försiktigt eskalerar utom kontroll, och Sophie Brinkmann blir en bricka i ett spel som tar henne bort från allt hon tidigare värdesatt, hållit för sant och trott på. Mitt i detta dyker en person från hennes förflutna plötsligt upp och hon måste med alla medel skydda sig själv och sin son inför det oundvikliga - att välja sida. Den andalusiske vännen är en beroendeframkallande thriller av debuterande Alexander Söderberg. På samma gång sofistikerad och brutal utmanar den våra föreställningar om ont och gott. Alexander Söderberg tar ut svängarna i imponerande actionscener och karaktärer med psykologiskt djup. Detta är första delen i en serie på minst tre böcker med Sophie Brinkmann och organisationen kring Guzman i centrum.","C:\Apps\Calibre\Svenska\Alexander Soderberg\Den andalusiske vannen (1720)\cover.jpg","1147045","Den andalusiske vännen","ae735f5d-b1b7-43b4-b3ab-af5c0e7a091x"
